"T, K","m, mg"
892.076,3.1909
892.125,3.1909
892.165,3.1908
892.213,3.1907
892.271,3.1906
892.318,3.1905
892.377,3.1904
892.422,3.1903
892.467,3.1903
892.516,3.1903
892.574,3.1902
892.625,3.1902
892.678,3.1901
892.718,3.1901
892.767,3.19
892.818,3.19
892.874,3.19
892.927,3.19
892.969,3.19
893.019,3.19
893.073,3.19
893.123,3.19
893.175,3.19
893.227,3.19
893.272,3.19
893.314,3.19
893.363,3.19
893.417,3.19
893.477,3.19
893.525,3.19
893.563,3.19
893.61,3.19
893.667,3.19
893.721,3.19
893.773,3.19
893.82,3.19
893.863,3.19
893.91,3.1899
893.96,3.1898
894.017,3.1898
894.071,3.1897
894.124,3.1896
894.167,3.1895
894.208,3.1894
894.264,3.1894
894.318,3.1893
894.377,3.1892
894.425,3.1892
894.464,3.1891
894.502,3.1891
894.547,3.1891
894.603,3.189
894.662,3.189
894.713,3.189
894.755,3.189
894.797,3.189
894.846,3.189
894.895,3.189
894.948,3.189
894.996,3.189
895.05,3.189
895.098,3.189
895.141,3.189
895.196,3.189
895.25,3.189
895.297,3.189
895.344,3.189
895.389,3.189
895.434,3.189
895.485,3.189
895.548,3.189
895.603,3.189
895.646,3.189
895.685,3.1889
895.73,3.1888
895.785,3.1887
895.836,3.1886
895.888,3.1885
895.923,3.1884
895.973,3.1883
896.023,3.1883
896.08,3.1883
896.133,3.1882
896.172,3.1882
896.221,3.1881
896.279,3.1881
896.335,3.188
896.388,3.188
896.429,3.188
896.472,3.188
896.529,3.188
896.576,3.188
896.636,3.188
896.691,3.188
896.736,3.188
896.782,3.188
896.825,3.188
896.88,3.188
896.938,3.188
896.984,3.188
897.026,3.188
897.077,3.188
897.122,3.188
897.174,3.188
897.233,3.188
897.289,3.188
897.333,3.188
897.376,3.188
897.43,3.188
897.487,3.188
897.547,3.188
897.589,3.188
897.627,3.1879
897.676,3.1878
897.727,3.1877
897.79,3.1876
897.84,3.1874
897.888,3.1872
897.94,3.1871
897.975,3.1871
898.027,3.1871
898.085,3.1871
898.141,3.187
898.186,3.187
898.227,3.187
898.276,3.187
898.318,3.187
898.368,3.187
898.431,3.187
898.489,3.187
898.526,3.187
898.573,3.187
898.618,3.187
898.671,3.187
898.732,3.187
898.789,3.187
898.833,3.187
898.87,3.187
898.915,3.187
898.963,3.187
899.014,3.187
899.074,3.187
899.12,3.187
899.164,3.187
899.205,3.1869
899.256,3.1868
899.313,3.1868
899.373,3.1867
899.417,3.1867
899.464,3.1867
899.508,3.1866
899.565,3.1866
899.626,3.1865
899.67,3.1864
899.713,3.1864
899.757,3.1863
899.809,3.1862
899.874,3.1861
899.93,3.1861
899.97,3.186
900.012,3.186
900.053,3.186
900.108,3.186
900.162,3.186
900.215,3.186
900.269,3.186
900.307,3.186
900.351,3.186
900.406,3.186
900.464,3.186
900.515,3.186
900.558,3.186
900.603,3.186
900.652,3.186
900.706,3.186
900.758,3.186
900.802,3.186
900.853,3.186
900.909,3.1859
900.955,3.1859
901.008,3.1859
901.059,3.1858
901.112,3.1857
901.161,3.1856
901.215,3.1855
901.272,3.1854
901.313,3.1853
901.353,3.1853
901.403,3.1853
901.466,3.1852
901.52,3.1852
901.566,3.1852
901.61,3.1851
901.658,3.1851
901.717,3.185
901.766,3.185
901.811,3.185
901.863,3.185
901.915,3.185
901.97,3.185
902.015,3.185
902.062,3.185
902.102,3.185
902.158,3.185
902.209,3.185
902.265,3.185
902.317,3.185
902.358,3.185
902.407,3.185
902.457,3.185
902.509,3.185
902.551,3.185
902.603,3.185
902.654,3.185
902.71,3.185
902.761,3.185
902.812,3.185
902.853,3.185
902.906,3.185
902.95,3.185
903.002,3.185
903.058,3.185
903.116,3.1849
903.162,3.1849
903.21,3.1848
903.255,3.1847
903.304,3.1846
903.352,3.1845
903.41,3.1844
903.459,3.1843
903.502,3.1842
903.556,3.1842
903.602,3.1841
903.659,3.1841
903.711,3.1841
903.753,3.184
903.797,3.184
903.846,3.184
903.901,3.184
903.956,3.184
904.007,3.184
904.054,3.184
904.098,3.184
904.146,3.184
904.206,3.184
904.261,3.184
904.308,3.184
904.35,3.184
904.394,3.184
904.445,3.184
904.501,3.184
904.557,3.184
904.609,3.184
904.651,3.184
904.697,3.184
904.739,3.184
904.796,3.184
904.85,3.184
904.9,3.184
904.949,3.184
904.997,3.184
905.042,3.1839
905.092,3.1838
905.15,3.1837
905.203,3.1836
905.25,3.1835
905.288,3.1834
905.347,3.1833
905.403,3.1832
905.452,3.1832
905.504,3.1831
905.551,3.1831
905.593,3.183
905.646,3.183
905.699,3.183
905.746,3.183
905.794,3.183
905.842,3.183
905.888,3.183
905.937,3.183
905.989,3.183
906.045,3.183
906.09,3.183
906.129,3.183
906.181,3.183
906.237,3.183
906.285,3.183
906.331,3.183
906.382,3.183
906.44,3.183
906.482,3.183
906.53,3.183
906.587,3.183
906.647,3.183
906.699,3.183
906.738,3.183
906.786,3.183
906.839,3.183
906.888,3.183
906.937,3.183
906.987,3.183
907.028,3.183
907.079,3.183
907.134,3.1829
907.179,3.1828
907.218,3.1827
907.267,3.1826
907.329,3.1825
907.381,3.1824
907.421,3.1824
907.465,3.1823
907.51,3.1822
907.568,3.1822
907.611,3.1821
907.655,3.1821
907.703,3.1821
907.755,3.182
907.812,3.182
907.85,3.182
907.894,3.182
907.945,3.182
908.002,3.182
908.046,3.182
908.094,3.182
908.147,3.182
908.191,3.182
908.244,3.182
908.302,3.182
908.355,3.182
908.393,3.182
908.443,3.182
908.499,3.182
908.55,3.182
908.597,3.182
908.647,3.182
908.695,3.182
908.749,3.1819
908.792,3.1818
908.844,3.1817
908.897,3.1816
908.937,3.1814
908.987,3.1813
909.037,3.1812
909.083,3.1811
909.14,3.1811
909.19,3.1811
909.235,3.181
909.285,3.181
909.342,3.181
909.393,3.181
909.443,3.181
909.487,3.181
909.54,3.181
909.582,3.181
909.633,3.181
909.691,3.181
909.737,3.181
909.788,3.181
909.841,3.181
909.897,3.181
909.945,3.181
909.991,3.181
910.041,3.181
910.09,3.181
910.146,3.181
910.202,3.181
910.256,3.181
910.307,3.181
910.353,3.181
910.404,3.181
910.454,3.181
910.506,3.1809
910.563,3.1809
910.608,3.1809
910.653,3.1809
910.706,3.1808
910.761,3.1807
910.807,3.1807
910.856,3.1807
910.91,3.1806
910.957,3.1805
911.015,3.1805
911.073,3.1804
911.119,3.1804
911.158,3.1803
911.214,3.1802
911.258,3.1802
911.298,3.1801
911.352,3.1801
911.409,3.18
911.465,3.18
911.508,3.18
911.553,3.18
911.603,3.18
911.651,3.18
911.7,3.18
911.742,3.18
911.795,3.18
911.847,3.18
911.895,3.18
911.945,3.18
911.992,3.18
912.037,3.18
912.088,3.18
912.131,3.18
912.188,3.18
912.233,3.18
912.286,3.18
912.337,3.18
912.384,3.18
912.434,3.18
912.476,3.18
912.524,3.18
912.581,3.18
912.641,3.18
912.687,3.1799
912.734,3.1798
912.772,3.1796
912.826,3.1795
912.879,3.1794
912.931,3.1793
912.975,3.1792
913.022,3.1792
913.08,3.1791
913.135,3.1791
913.19,3.179
913.235,3.179
913.272,3.179
913.321,3.179
913.375,3.179
913.432,3.179
913.482,3.179
913.533,3.179
913.586,3.179
913.635,3.179
913.676,3.179
913.722,3.179
913.771,3.179
913.826,3.179
913.884,3.179
913.936,3.179
913.979,3.179
914.024,3.179
914.067,3.179
914.12,3.179
914.175,3.179
914.235,3.179
914.275,3.179
914.319,3.179
914.362,3.179
914.419,3.179
914.46,3.1789
914.512,3.1788
914.562,3.1787
914.608,3.1786
914.651,3.1785
914.701,3.1784
914.745,3.1783
914.798,3.1782
914.858,3.1782
914.9,3.1781
914.949,3.178
915.006,3.178
915.059,3.178
915.107,3.178
915.149,3.178
915.196,3.178
915.248,3.178
915.298,3.178
915.347,3.178
915.395,3.178
915.45,3.178
915.499,3.178
915.547,3.178
915.594,3.178
915.643,3.178
915.698,3.178
915.747,3.178
915.796,3.178
915.844,3.178
915.889,3.178
915.937,3.178
915.995,3.178
916.039,3.178
916.092,3.178
916.142,3.178
916.19,3.178
916.235,3.178
916.283,3.178
916.335,3.1779
916.382,3.1778
916.444,3.1777
916.489,3.1776
916.528,3.1774
916.586,3.1773
916.642,3.1772
916.688,3.1771
916.736,3.1771
916.777,3.1771
916.825,3.177
916.873,3.177
916.926,3.177
916.978,3.177
917.027,3.177
917.076,3.177
917.127,3.177
917.181,3.177
917.236,3.177
917.274,3.177
917.322,3.177
917.374,3.177
917.423,3.177
917.476,3.177
917.529,3.177
917.573,3.177
917.625,3.177
917.676,3.177
917.723,3.177
917.779,3.177
917.83,3.177
917.873,3.1769
917.924,3.1768
917.975,3.1767
918.034,3.1765
918.085,3.1764
918.135,3.1763
918.179,3.1762
918.229,3.1761
918.277,3.1761
918.327,3.176
918.376,3.176
918.425,3.176
918.475,3.176
918.521,3.176
918.574,3.176
918.625,3.176
918.674,3.176
918.721,3.176
918.773,3.176
918.826,3.176
918.874,3.176
918.917,3.176
918.972,3.176
919.024,3.176
919.075,3.176
919.111,3.176
919.174,3.176
919.226,3.176
919.271,3.176
919.323,3.176
919.371,3.176
919.415,3.176
919.461,3.176
919.507,3.1759
919.564,3.1757
919.619,3.1756
919.672,3.1756
919.728,3.1755
919.771,3.1754
919.823,3.1755
919.881,3.1755
919.929,3.1757
919.98,3.1758
920.023,3.1759
920.077,3.1758
920.13,3.1758
920.175,3.1756
920.218,3.1755
920.27,3.1754
920.334,3.1753
920.383,3.1752
920.426,3.1751
920.469,3.1751
920.524,3.175
920.578,3.175
920.623,3.175
920.681,3.175
920.738,3.175
920.779,3.175
920.833,3.175
920.894,3.175
920.942,3.175
920.989,3.175
921.039,3.175
921.088,3.175
921.147,3.175
921.195,3.175
921.244,3.175
921.297,3.175
921.345,3.175
921.397,3.175
921.446,3.175
921.495,3.175
921.547,3.175
921.596,3.175
921.64,3.1749
921.688,3.1749
921.744,3.1748
921.795,3.1746
921.844,3.1745
921.895,3.1744
921.945,3.1743
921.994,3.1742
922.039,3.1742
922.093,3.1741
922.144,3.174
922.194,3.1741
922.243,3.174
922.285,3.174
922.336,3.174
922.388,3.174
922.438,3.174
922.487,3.174
922.532,3.174
922.59,3.174
922.635,3.174
922.681,3.174
922.733,3.174
922.786,3.174
922.834,3.174
922.882,3.174
922.933,3.174
922.979,3.174
923.031,3.174
923.08,3.174
923.132,3.174
923.182,3.174
923.231,3.174
923.281,3.174
923.337,3.174
923.383,3.174
923.429,3.174
923.482,3.174
923.532,3.174
923.578,3.1739
923.62,3.1738
923.675,3.1737
923.733,3.1736
923.774,3.1734
923.818,3.1732
923.858,3.1731
923.912,3.1731
923.968,3.1731
924.015,3.1731
924.058,3.173
924.108,3.173
924.156,3.173
924.203,3.173
924.249,3.173
924.299,3.173
924.351,3.173
924.407,3.173
924.452,3.173
924.5,3.173
924.555,3.173
924.597,3.173
924.65,3.173
924.692,3.173
924.743,3.173
924.806,3.173
924.86,3.173
924.917,3.173
924.958,3.173
925.002,3.173
925.048,3.173
925.103,3.173
925.142,3.173
925.196,3.173
925.25,3.173
925.294,3.173
925.345,3.1729
925.39,3.1728
925.447,3.1727
925.488,3.1726
925.533,3.1724
925.587,3.1722
925.635,3.1721
925.686,3.1721
925.735,3.1721
925.794,3.1721
925.842,3.172
925.887,3.172
925.931,3.172
925.985,3.172
926.035,3.172
926.091,3.172
926.142,3.172
926.189,3.172
926.239,3.172
926.288,3.172
926.331,3.172
926.38,3.172
926.436,3.172
926.483,3.172
926.529,3.172
926.581,3.172
926.635,3.172
926.677,3.172
926.722,3.172
926.773,3.172
926.827,3.172
926.881,3.172
926.932,3.172
926.968,3.172
927.019,3.172
927.078,3.172
927.132,3.172
927.177,3.1719
927.223,3.1718
927.277,3.1718
927.331,3.1716
927.376,3.1715
927.419,3.1714
927.468,3.1713
927.524,3.1712
927.579,3.1711
927.625,3.1711
927.669,3.171
927.726,3.171
927.779,3.171
927.828,3.171
927.877,3.171
927.923,3.171
927.976,3.171
928.022,3.171
928.071,3.171
928.122,3.171
928.162,3.171
928.21,3.171
928.268,3.171
928.318,3.171
928.367,3.171
928.416,3.171
928.473,3.171
928.518,3.171
928.565,3.171
928.62,3.171
928.68,3.171
928.728,3.171
928.774,3.171
928.822,3.171
928.874,3.171
928.92,3.171
928.974,3.171
929.027,3.1709
929.077,3.1708
929.128,3.1706
929.178,3.1705
929.225,3.1704
929.269,3.1703
929.327,3.1702
929.38,3.1701
929.425,3.1701
929.473,3.17
929.523,3.17
929.572,3.17
929.62,3.17
929.669,3.17
929.72,3.17
929.771,3.17
929.819,3.17
929.87,3.17
929.919,3.17
929.969,3.17
930.01,3.17
930.065,3.17
930.116,3.17
930.161,3.17
930.215,3.17
930.263,3.17
930.309,3.17
930.358,3.17
930.406,3.17
930.466,3.17
930.51,3.17
930.56,3.17
930.606,3.1699
930.652,3.1698
930.701,3.1697
930.757,3.1695
930.804,3.1694
930.854,3.1693
930.899,3.1692
930.95,3.1692
930.998,3.1691
931.046,3.169
931.091,3.169
931.144,3.169
931.201,3.169
931.249,3.169
931.296,3.169
931.344,3.169
931.396,3.169
931.444,3.169
931.495,3.169
931.546,3.169
931.598,3.169
931.651,3.169
931.693,3.1689
931.741,3.1689
931.788,3.1689
931.84,3.1689
931.895,3.1688
931.944,3.1688
931.989,3.1687
932.036,3.1686
932.083,3.1685
932.135,3.1684
932.181,3.1683
932.231,3.1682
932.275,3.1682
932.326,3.1681
932.379,3.168
932.428,3.168
932.479,3.168
932.524,3.168
932.568,3.168
932.626,3.168
932.678,3.168
932.718,3.168
932.769,3.168
932.818,3.168
932.87,3.168
932.916,3.168
932.962,3.168
933.011,3.168
933.066,3.168
933.115,3.168
933.17,3.168
933.22,3.168
933.258,3.168
933.31,3.168
933.364,3.168
933.419,3.168
933.465,3.168
933.507,3.168
933.553,3.168
933.601,3.168
933.659,3.168
933.718,3.168
933.77,3.168
933.814,3.168
933.858,3.168
933.907,3.1679
933.966,3.1678
934.016,3.1676
934.06,3.1675
934.109,3.1674
934.159,3.1673
934.213,3.1672
934.26,3.1671
934.311,3.1671
934.366,3.167
934.411,3.167
934.459,3.167
934.506,3.167
934.559,3.167
934.612,3.167
934.66,3.167
934.712,3.167
934.756,3.167
934.8,3.167
934.852,3.167
934.902,3.167
934.957,3.167
935.006,3.167
935.064,3.167
935.115,3.167
935.161,3.167
935.203,3.167
935.256,3.167
935.313,3.167
935.37,3.167
935.414,3.167
935.458,3.167
935.501,3.1669
935.556,3.1668
935.609,3.1667
935.657,3.1667
935.709,3.1665
935.754,3.1664
935.801,3.1664
935.85,3.1663
935.897,3.1662
935.946,3.1662
935.989,3.1661
936.039,3.1661
936.089,3.1661
936.139,3.166
936.204,3.166
936.248,3.166
936.292,3.166
936.335,3.166
936.392,3.166
936.45,3.166
936.494,3.166
936.544,3.166
936.594,3.166
936.639,3.166
936.691,3.166
936.74,3.166
936.789,3.166
936.839,3.1659
936.879,3.1658
936.929,3.1658
936.984,3.1658
937.044,3.1658
937.094,3.1658
937.14,3.1659
937.188,3.1658
937.241,3.1658
937.297,3.1658
937.348,3.1657
937.392,3.1656
937.436,3.1655
937.481,3.1654
937.531,3.1653
937.587,3.1652
937.637,3.1652
937.682,3.1651
937.721,3.165
937.77,3.165
937.818,3.165
937.877,3.165
937.927,3.165
937.973,3.165
938.021,3.165
938.067,3.165
938.121,3.165
938.176,3.165
938.226,3.165
938.27,3.165
938.316,3.165
938.359,3.165
938.414,3.165
938.473,3.165
938.527,3.165
938.575,3.165
938.603,3.165
938.656,3.165
938.716,3.165
938.772,3.165
938.813,3.1649
938.855,3.1648
938.907,3.1646
938.966,3.1645
939.027,3.1644
939.073,3.1643
939.119,3.1642
939.157,3.1641
939.205,3.1641
939.258,3.164
939.316,3.164
939.366,3.164
939.407,3.164
939.456,3.164
939.502,3.164
939.557,3.164
939.61,3.164
939.655,3.164
939.696,3.164
939.746,3.164
939.805,3.164
939.86,3.164
939.899,3.164
939.941,3.164
939.988,3.164
940.047,3.1639
940.095,3.1638
940.148,3.1637
940.194,3.1636
940.235,3.1634
940.282,3.1632
940.337,3.1632
940.384,3.1632
940.434,3.1633
940.478,3.1634
940.537,3.1634
940.592,3.1634
940.635,3.1633
940.681,3.1633
940.727,3.1632
940.775,3.1632
940.826,3.1632
940.883,3.1631
940.926,3.1631
940.972,3.163
941.027,3.163
941.084,3.163
941.135,3.163
941.174,3.163
941.217,3.163
941.274,3.163
941.326,3.163
941.372,3.163
941.422,3.163
941.473,3.163
941.527,3.163
941.58,3.163
941.634,3.163
941.689,3.163
941.727,3.163
941.773,3.163
941.829,3.163
941.877,3.163
941.925,3.163
941.978,3.163
942.019,3.163
942.08,3.163
942.139,3.163
942.182,3.163
942.221,3.163
942.267,3.1629
942.319,3.1628
942.377,3.1627
942.418,3.1626
942.468,3.1624
942.522,3.1622
942.568,3.1621
942.618,3.1621
942.673,3.1621
942.722,3.1621
942.777,3.162
942.82,3.162
942.869,3.162
942.916,3.162
942.961,3.162
943.022,3.162
943.073,3.162
943.119,3.162
943.167,3.162
943.216,3.162
943.268,3.162
943.32,3.162
943.374,3.162
943.419,3.162
943.477,3.162
943.528,3.162
943.574,3.162
943.62,3.1621
943.664,3.1622
943.716,3.1622
943.775,3.1622
943.829,3.1623
943.88,3.1622
943.924,3.1621
943.975,3.162
944.027,3.1619
944.079,3.1618
944.129,3.1618
944.172,3.1618
944.221,3.1618
944.278,3.1618
944.331,3.1617
944.373,3.1616
944.428,3.1616
944.475,3.1615
944.518,3.1613
944.572,3.1613
944.632,3.1612
944.679,3.1611
944.726,3.1611
944.766,3.1611
944.818,3.161
944.867,3.161
944.924,3.161
944.975,3.161
945.016,3.161
945.058,3.161
945.119,3.161
945.173,3.161
945.222,3.161
945.267,3.161
945.307,3.161
945.36,3.161
945.412,3.161
945.464,3.161
945.512,3.161
945.554,3.161
945.607,3.161
945.656,3.161
945.712,3.161
945.759,3.161
945.803,3.161
945.845,3.161
945.897,3.161
945.962,3.1609
946.013,3.1608
946.056,3.1607
946.099,3.1606
946.141,3.1605
946.195,3.1604
946.254,3.1604
946.31,3.1603
946.361,3.1602
946.396,3.1602
946.435,3.1601
946.491,3.1601
946.547,3.1601
946.603,3.16
946.642,3.16
946.684,3.16
946.734,3.16
946.792,3.16
946.852,3.16
946.892,3.16
946.929,3.16
946.976,3.16
947.028,3.16
947.082,3.16
947.144,3.16
947.194,3.16
947.238,3.16
947.276,3.16
947.318,3.16
947.372,3.16
947.437,3.16
947.497,3.1599
947.541,3.1598
947.582,3.1596
947.623,3.1595
947.677,3.1594
947.734,3.1593
947.779,3.1592
947.827,3.1592
947.877,3.1591
947.926,3.1591
947.981,3.159
948.038,3.159
948.091,3.159
948.138,3.159
948.187,3.159
948.232,3.159
948.28,3.159
948.335,3.159
948.391,3.159
948.427,3.159
948.47,3.159
948.521,3.159
948.587,3.159
948.641,3.159
948.679,3.159
948.724,3.159
948.773,3.159
948.814,3.159
948.872,3.159
948.933,3.159
948.991,3.159
949.034,3.159
949.075,3.159
949.121,3.159
949.17,3.1589
949.223,3.1589
949.28,3.1589
949.336,3.1589
949.385,3.1589
949.424,3.1589
949.476,3.1589
949.529,3.1589
949.582,3.1588
949.641,3.1587
949.686,3.1586
949.735,3.1585
949.773,3.1584
949.829,3.1583
949.887,3.1582
949.952,3.1581
950.008,3.1581
950.056,3.158
950.095,3.158
950.131,3.158
950.19,3.158
950.249,3.158
950.307,3.158
950.366,3.158
950.414,3.158
950.458,3.158
950.504,3.158
950.556,3.158
950.612,3.158
950.658,3.158
950.705,3.158
950.758,3.158
950.814,3.158
950.864,3.158
950.914,3.158
950.961,3.158
951.008,3.1579
951.062,3.1578
951.12,3.1578
951.174,3.1577
951.213,3.1575
951.264,3.1574
951.309,3.1573
951.367,3.1572
951.416,3.1571
951.461,3.1571
951.512,3.1571
951.56,3.157
951.604,3.157
951.662,3.157
951.717,3.157
951.771,3.157
951.803,3.157
951.845,3.157
951.893,3.157
951.967,3.157
952.024,3.157
952.066,3.157
952.107,3.157
952.139,3.157
952.195,3.157
952.25,3.157
952.296,3.157
952.337,3.157
952.377,3.157
952.438,3.157
952.5,3.157
952.555,3.157
952.601,3.157
952.643,3.157
952.695,3.157
952.753,3.157
952.806,3.157
952.858,3.157
952.904,3.1569
952.955,3.1569
953.008,3.1568
953.053,3.1566
953.088,3.1565
953.136,3.1564
953.195,3.1563
953.247,3.1562
953.294,3.1562
953.339,3.1561
953.38,3.156
953.438,3.156
953.5,3.156
953.552,3.156
953.591,3.156
953.629,3.156
953.68,3.156
953.735,3.156
953.788,3.156
953.837,3.156
953.878,3.156
953.93,3.156
953.99,3.156
954.046,3.156
954.09,3.156
954.133,3.156
954.178,3.156
954.236,3.156
954.297,3.156
954.338,3.156
954.376,3.156
954.418,3.156
954.468,3.156
954.524,3.1559
954.574,3.1559
954.629,3.1558
954.68,3.1557
954.728,3.1555
954.778,3.1554
954.823,3.1553
954.875,3.1553
954.926,3.1552
954.973,3.1551
955.02,3.1551
955.079,3.1551
955.13,3.155
955.185,3.155
955.227,3.155
955.277,3.155
955.328,3.155
955.375,3.155
955.427,3.155
955.478,3.155
955.527,3.155
955.571,3.155
955.617,3.155
955.672,3.155
955.731,3.155
955.785,3.155
955.827,3.155
955.871,3.155
955.913,3.155
955.965,3.155
956.021,3.155
956.076,3.155
956.127,3.155
956.164,3.155
956.209,3.155
956.253,3.155
956.306,3.1549
956.37,3.1549
956.416,3.1548
956.465,3.1547
956.5,3.1545
956.554,3.1544
956.619,3.1543
956.667,3.1543
956.704,3.1542
956.746,3.1541
956.796,3.1541
956.852,3.1541
956.906,3.154
956.962,3.154
957.008,3.154
957.045,3.154
957.091,3.154
957.143,3.154
957.197,3.154
957.245,3.154
957.306,3.154
957.356,3.154
957.407,3.154
957.449,3.154
957.499,3.154
957.551,3.154
957.611,3.154
957.658,3.154
957.701,3.154
957.754,3.154
957.806,3.154
957.862,3.154
957.901,3.1539
957.94,3.1538
957.981,3.1537
958.036,3.1536
958.104,3.1534
958.144,3.1533
958.188,3.1532
958.227,3.1531
958.273,3.1531
958.328,3.1531
958.376,3.153
958.426,3.153
958.47,3.153
958.52,3.153
958.567,3.153
958.627,3.153
958.682,3.153
958.728,3.153
958.775,3.153
958.823,3.153
958.871,3.153
958.924,3.153
958.975,3.153
959.025,3.153
959.073,3.153
959.118,3.153
959.163,3.153
959.211,3.1529
959.259,3.1529
959.309,3.1528
959.369,3.1527
959.431,3.1527
959.471,3.1526
959.519,3.1525
959.568,3.1524
959.614,3.1523
959.663,3.1522
959.715,3.1521
959.768,3.1521
959.817,3.152
959.865,3.152
959.919,3.152
959.976,3.152
960.034,3.152
960.073,3.152
960.125,3.152
960.169,3.152
960.218,3.152
960.268,3.152
960.323,3.152
960.373,3.152
960.423,3.152
960.466,3.152
960.518,3.152
960.573,3.152
960.623,3.152
960.67,3.152
960.722,3.152
960.771,3.152
960.825,3.1519
960.874,3.1519
960.922,3.1519
960.972,3.1518
961.02,3.1516
961.069,3.1515
961.124,3.1514
961.182,3.1513
961.223,3.1512
961.262,3.1512
961.312,3.1511
961.366,3.1511
961.419,3.151
961.466,3.151
961.515,3.151
961.556,3.151
961.607,3.151
961.659,3.151
961.708,3.151
961.755,3.151
961.804,3.151
961.855,3.151
961.913,3.151
961.964,3.151
962.012,3.151
962.056,3.151
962.101,3.151
962.147,3.151
962.204,3.151
962.256,3.151
962.302,3.151
962.353,3.151
962.396,3.1509
962.453,3.1508
962.511,3.1507
962.569,3.1506
962.608,3.1504
962.653,3.1502
962.702,3.1501
962.75,3.1501
962.801,3.1501
962.85,3.1501
962.898,3.15
962.949,3.15
963,3.15
963.044,3.15
963.096,3.15
963.154,3.15
963.211,3.15
963.244,3.15
963.287,3.15
963.341,3.15
963.399,3.15
963.45,3.15
963.495,3.15
963.534,3.15
963.585,3.15
963.641,3.15
963.682,3.15
963.735,3.15
963.793,3.15
963.853,3.15
963.897,3.15
963.937,3.1499
963.986,3.1499
964.045,3.1499
964.104,3.1498
964.141,3.1496
964.188,3.1495
964.235,3.1495
964.288,3.1494
964.339,3.1493
964.386,3.1493
964.432,3.1493
964.48,3.1492
964.528,3.1492
964.575,3.1491
964.624,3.1491
964.668,3.149
964.717,3.149
964.775,3.149
964.821,3.149
964.863,3.149
964.913,3.149
964.968,3.149
965.025,3.149
965.074,3.149
965.123,3.149
965.164,3.1489
965.213,3.1488
965.261,3.1488
965.317,3.1487
965.358,3.1487
965.408,3.1488
965.456,3.1489
965.508,3.1489
965.555,3.1489
965.614,3.1489
965.668,3.1488
965.714,3.1487
965.761,3.1487
965.806,3.1486
965.859,3.1485
965.911,3.1486
965.96,3.1485
966.007,3.1485
966.054,3.1484
966.112,3.1483
966.167,3.1482
966.204,3.1481
966.256,3.1481
966.307,3.148
966.357,3.148
966.407,3.148
966.456,3.148
966.501,3.148
966.54,3.148
966.592,3.148
966.647,3.148
966.698,3.148
966.74,3.148
966.781,3.148
966.84,3.148
966.888,3.148
966.939,3.148
966.986,3.148
967.035,3.148
967.095,3.148
967.145,3.148
967.183,3.148
967.229,3.148
967.281,3.148
967.337,3.148
967.392,3.148
967.439,3.148
967.48,3.148
967.537,3.148
967.59,3.1479
967.645,3.1478
967.692,3.1476
967.742,3.1475
967.784,3.1474
967.835,3.1473
967.887,3.1472
967.933,3.1472
967.979,3.1471
968.03,3.1471
968.084,3.147
968.127,3.147
968.182,3.147
968.231,3.147
968.277,3.147
968.322,3.147
968.374,3.147
968.43,3.147
968.477,3.147
968.519,3.147
968.563,3.147
968.625,3.147
968.681,3.147
968.732,3.147
968.773,3.147
968.816,3.147
968.863,3.147
968.915,3.147
968.981,3.1469
969.028,3.1468
969.07,3.1467
969.112,3.1465
969.162,3.1464
969.23,3.1463
969.283,3.1462
969.316,3.1462
969.363,3.1461
969.422,3.146
969.473,3.146
969.509,3.146
969.559,3.146
969.613,3.146
969.671,3.146
969.72,3.146
969.765,3.146
969.814,3.146
969.852,3.146
969.904,3.146
969.955,3.146
970.009,3.146
970.061,3.146
970.1,3.146
970.155,3.146
970.21,3.146
970.259,3.146
970.301,3.146
970.342,3.146
970.402,3.146
970.459,3.1459
970.507,3.1458
970.544,3.1458
970.59,3.1457
970.645,3.1456
970.697,3.1455
970.739,3.1454
970.778,3.1454
970.836,3.1453
970.895,3.1452
970.952,3.1452
970.991,3.1451
971.036,3.1451
971.081,3.1451
971.131,3.145
971.185,3.145
971.252,3.145
971.286,3.145
971.334,3.145
971.382,3.145
971.425,3.145
971.488,3.145
971.538,3.145
971.578,3.145
971.623,3.145
971.675,3.145
971.731,3.145
971.777,3.145
971.825,3.145
971.866,3.145
971.919,3.145
971.977,3.145
972.023,3.145
972.065,3.145
972.111,3.1449
972.165,3.1448
972.225,3.1447
972.286,3.1446
972.335,3.1444
972.383,3.1443
972.42,3.1442
972.467,3.1441
972.514,3.1441
972.569,3.1441
972.624,3.144
972.673,3.144
972.716,3.144
972.761,3.144
972.816,3.144
972.857,3.144
972.909,3.144
972.96,3.144
973.028,3.144
973.077,3.144
973.121,3.144
973.155,3.144
973.212,3.144
973.265,3.144
973.307,3.144
973.35,3.144
973.404,3.144
973.463,3.144
973.517,3.144
973.556,3.144
973.602,3.1439
973.656,3.1438
973.706,3.1436
973.763,3.1435
973.816,3.1434
973.857,3.1433
973.907,3.1432
973.956,3.1431
973.998,3.1431
974.043,3.143
974.092,3.143
974.144,3.143
974.199,3.143
974.249,3.143
974.293,3.143
974.339,3.143
974.397,3.143
974.447,3.143
974.499,3.143
974.547,3.143
974.594,3.143
974.639,3.143
974.7,3.143
974.764,3.143
974.805,3.143
974.847,3.143
974.894,3.1429
974.942,3.1428
974.999,3.1427
